True,trizol_depth,ivt_depth,trizol_median,ivt_median,ks_stat,ks_pval,ks_effect_size,u_stat,u_pval,u_effect_size
197,1247.0,52579,18.0,16.0,0.05295661336003454,0.0020553727463590416,0.0015173189067788856,34225540.0,0.006609077136285525,0.5220012386600357
198,1247.0,52579,21.0,21.0,0.019512167073511,0.7386531776674328,0.0005590648293837076,32427412.0,0.5106237818910284,0.49457654227045955
199,1248.0,52579,21.0,26.0,0.11480523690602812,1.7631705232356082e-14,0.0032881251061795545,28116104.0,4.962731578174233e-18,0.428477709488189
200,1249.0,52580,32.0,36.0,0.06382900158087679,8.978093999128057e-05,0.00182740452958465,30195402.5,1.1385140109318112e-06,0.45978818048733394
201,1252.0,52580,18.0,20.0,0.0434413041074182,0.019159967379394564,0.0012422547230756392,31566984.0,0.01204362172355859,0.4795216052945945
202,1253.0,52581,15.0,14.0,0.04590327425965213,0.01110074893230682,0.001312145615434441,33957672.5,0.06088483695706447,0.5154161269490755
203,1254.0,52582,41.0,42.0,0.03202013266193726,0.15935933702777882,0.000914939127097444,32419544.0,0.31232387899246994,0.4916683637198362
204,1255.0,52582,30.0,27.0,0.0373148765100868,0.06428725839218284,0.001065815473568733,33785181.0,0.14621485163960538,0.5119710727664822
205,1261.0,52584,26.0,22.0,0.05985168641619354,0.0002769507230786109,0.001705551075437705,35080246.0,0.0004072920999201119,0.52904659594986
206,1262.0,52585,19.0,24.0,0.09324421843918235,8.481086291372185e-10,0.0026560855104223917,29598203.0,4.704380446028922e-11,0.4460095020860498
207,1262.0,52585,27.5,37.0,0.13797805590435652,6.001942748582404e-21,0.003930340359738723,27684264.5,6.932052444750767e-24,0.41716873910431335
208,1265.0,52586,19.0,18.0,0.04722361818299081,0.0077888298433412585,0.001343618001394099,34841972.5,0.0037177801959743374,0.5237717503674387
209,1265.0,52586,43.0,45.0,0.03638060837364998,0.0742904498984026,0.0010351100189546973,32400938.5,0.11533396368973567,0.4870762202597093
210,1266.0,52586,7.0,7.0,0.01439892128257636,0.9585674242184833,0.00040952361917868344,33055268.5,0.6572529843505622,0.49652011398585233
211,1269.0,52586,32.0,31.0,0.01232830594257589,0.9913916383974142,0.0003502277378000453,33315423.0,0.9266138465958953,0.4992448259246881
212,1270.0,52587,7.0,9.0,0.05515638202250217,0.0010030146057759264,0.0015663030430505302,31062683.0,1.0409122799928542e-05,0.4651112539565106
213,1271.0,52587,29.0,35.0,0.10502694444665134,2.1259958514320448e-12,0.0029813562119183905,28618687.5,1.8603633143158847e-18,0.42817939690275647
214,1272.0,52588,49.0,55.0,0.07202895129242481,4.624933692176989e-06,0.0020438705380838537,30148084.5,1.69227672293806e-09,0.45069833978194324
215,1273.0,52588,14.0,14.0,0.0333032766055667,0.12450191422360578,0.0009446406748475493,32633662.5,0.1244791634198507,0.48747321737622634
216,1275.0,52592,14.0,15.0,0.0512646820212721,0.0027516725926366595,0.0014529970306074503,31881893.5,0.002685771133844703,0.4754602727918061
217,1276.0,52593,6.0,6.0,0.02706903674499994,0.3168633047820108,0.000766925095320121,33632292.0,0.8779675722549968,0.5011616681171499
218,1276.0,52594,6.0,6.0,0.01997018504441017,0.6990219721130357,0.000565798951921456,33337907.5,0.6841226225927002,0.4967655389490416
219,1276.0,52594,10.0,12.0,0.07882655959301654,3.392199837692346e-07,0.0022333285696712595,30573436.5,4.8759734606347565e-08,0.4555723738943963
220,1278.0,52594,39.0,47.0,0.09583413449221517,1.8985388216028674e-10,0.002713115275428244,29756946.0,2.3813796200970645e-12,0.4427120071712423
221,1278.0,52594,41.0,40.0,0.02468866683174853,0.4280033777530136,0.0006989492780009064,34083183.5,0.3865435800227671,0.5070760479946688
222,1278.0,52595,62.0,79.0,0.13833325820287035,2.618096363725245e-21,0.00391628716924458,28194938.5,6.559136761607314e-23,0.419465105321751
223,1279.0,52596,39.0,42.0,0.05268816763134232,0.0018588816709434828,0.0014910599531842395,33230830.0,0.4611455540063589,0.4939897384705556
224,1279.0,52596,6.0,7.0,0.06873865732453277,1.3827676896099239e-05,0.001945284183906513,30789288.0,4.6557630049935325e-08,0.4576952284012953
225,1279.0,52598,24.0,21.0,0.0696118353376538,1.0204954340279371e-05,0.001969993980769044,36707032.5,2.2547604480667763e-08,0.5456441471582247
226,1279.0,52598,7.0,12.0,0.056358611993826524,0.0006794015869432557,0.0015949317505249145,31977972.0,0.0016547311230782006,0.4753474217723699
227,1279.0,52598,29.0,31.0,0.07069577943503558,6.961692584267403e-06,0.0020006692723624144,30762759.0,1.6951750363093578e-07,0.4572834755516944
228,1279.0,52598,57.0,62.0,0.045298874098406605,0.011481700545924303,0.0012819444980386211,32555101.0,0.04757846544563848,0.48392635173641096
229,1279.0,52598,12.0,12.0,0.03563113923446248,0.08212289318598398,0.0010083505122277184,34923918.0,0.01762812753465745,0.5191384362801262
230,1280.0,52598,13.0,13.0,0.019693239286664888,0.7136118045554682,0.0005571001696281598,33187505.5,0.3862614315316405,0.4929415314626982
231,1280.0,52598,12.0,12.0,0.046717585507053516,0.00823421827501505,0.0013215893247293816,32759093.0,0.08942467499018802,0.486578223625423
232,1282.0,52598,33.0,39.0,0.08354442927099193,4.5811724577608414e-08,0.0023615799995281186,29874611.0,2.9401907318988065e-12,0.44304210626161084
233,1285.0,52598,48.0,62.0,0.10675772465790379,6.267214430744713e-13,0.003014317629924192,29360317.5,8.35904887741367e-16,0.4343985723592041
234,1285.0,52598,27.0,27.0,0.037814800550922734,0.053976404234533995,0.0010677055954308832,34765464.5,0.0777570391294697,0.5143700556441391
235,1287.0,52598,72.0,85.0,0.13732864597916505,3.7949269704676026e-21,0.0038745493140981465,27847661.0,1.4155577925222158e-27,0.41137788955196464
236,1288.0,52599,7.0,8.0,0.03667818827058922,0.06633399622769376,0.0010344349924425145,32938367.0,0.07870112827607902,0.4861930132578153
237,1288.0,52600,13.0,12.0,0.031241173275393774,0.16886811064532645,0.0008810946511334212,34644350.5,0.1604420985018551,0.5113647843209032
238,1289.0,52604,12.0,12.0,0.026496228476786232,0.33602966552774977,0.0007469893269763012,33148552.5,0.16780195371650064,0.48886943174049424
239,1289.0,52604,14.0,18.0,0.09987603558570357,2.108555044817185e-11,0.0028157340456431224,29547743.5,2.2565805616368745e-15,0.4357652894212766
240,1290.0,52604,41.5,53.0,0.13559534188162659,1.130136733017035e-20,0.003821296528214931,28228889.5,5.337433749135996e-25,0.41599232144930764
241,1290.0,52605,21.0,18.0,0.08729252458538073,8.117659976568324e-09,0.0024600442804238168,36556179.5,1.4166801184139052e-06,0.5386963909022118
242,1290.0,52605,24.0,25.0,0.04359498058147271,0.01614570065159354,0.0012285769387932238,32513936.0,0.010272278377431238,0.47912938979921293
243,1290.0,52605,23.0,25.0,0.04845060709146498,0.00519828661073763,0.001365416333466674,32050031.5,0.0006564280583868604,0.47229323560335956
244,1291.0,52606,18.0,21.0,0.07754034766086099,4.7281528690447525e-07,0.002184385467619011,30694502.5,2.99383182318015e-09,0.4519590382273577
245,1291.0,52606,6.0,6.0,0.037560561946661464,0.05574331764484006,0.0010581168146258466,35233192.5,0.003322384813854662,0.5187886591737186
246,1293.0,52606,24.0,28.0,0.06403295064046136,5.962116318987325e-05,0.0018025070237363556,30964028.0,3.500698276610159e-08,0.45522242293900234
247,1293.0,52607,42.0,46.0,0.08226314310592797,6.787044957316317e-08,0.002315680566823892,31008388.5,5.585342985392429e-08,0.45586592999255476
248,1294.0,52607,29.0,32.0,0.06788293316904809,1.625567991328461e-05,0.0019101615754107105,31176826.0,2.304747534609374e-07,0.4579879870360046
249,1294.0,52607,26.0,28.0,0.04255353092243386,0.01999151701300172,0.0011974161379217914,32036064.0,0.00029593031560423217,0.4706102046409924
250,1295.0,52608,60.0,66.0,0.04974372997867521,0.003679166758294872,0.0013992136577604657,32408582.0,0.0027701807079162748,0.4757058250899492
251,1295.0,52608,23.0,22.0,0.032753125910060216,0.13033382815996164,0.0009212944249928754,34737060.5,0.2231541560313447,0.5098841419952278
252,1295.0,52608,28.0,32.0,0.10278937859914128,4.1840772547620975e-12,0.0028913051447948574,29781836.5,9.80716663990767e-15,0.4371494286583246
253,1296.0,52608,15.0,14.0,0.029407582004145283,0.2206769316819562,0.0008268779615952931,33861397.5,0.675786923585272,0.4966473070213233
254,1296.0,52608,17.0,16.0,0.04688133617193835,0.007407290583237041,0.0013182023494910852,35704703.0,0.003470099968027116,0.5236831880003229
255,1296.0,52608,55.0,62.0,0.06967043457691269,8.537920060236048e-06,0.001958982786082013,31331551.5,6.209084851999544e-07,0.4595418921287848
256,1296.0,52608,21.0,19.0,0.04723052964765251,0.0068124698282365555,0.0013280209190477457,35531014.5,0.009129188276284495,0.521135687538017
257,1298.0,52609,20.0,26.0,0.08568564126645156,1.4681032227525543e-08,0.0024074831901314524,30818349.5,1.7371844439943893e-09,0.4513096677026062
258,1298.0,52609,25.0,27.0,0.06604086003434761,2.944536143207608e-05,0.0018555297952443062,31352310.5,4.567262372917222e-07,0.45912909234363547
259,1298.0,52610,15.0,15.0,0.029472915944843997,0.2178115882570172,0.0008280912929539685,33504987.5,0.247896786593665,0.49064397026817974
260,1298.0,52610,16.0,22.0,0.10541997411542736,9.737806981841777e-13,0.0029619520115277214,29974314.0,2.776551281284092e-14,0.43894111069359704
261,1298.0,52610,27.0,28.0,0.037087162593365974,0.05986056027267635,0.0010420263974358183,32900592.0,0.024719995711574135,0.4817932578859644
262,1298.0,52610,26.0,28.0,0.06681221735426157,2.267146590931255e-05,0.0018772019557735987,32106160.5,0.00023317681987518421,0.4701596757135757
263,1298.0,52610,14.0,16.0,0.07751369278661568,4.4087837179221645e-07,0.0021778779609533147,31011930.5,1.3663497246984141e-08,0.4541358717474781
264,1298.0,52610,18.0,18.0,0.024866147354621893,0.40939559628739863,0.0006986563580002683,34658168.5,0.35032123258505343,0.5075310472825445
265,1298.0,52610,6.0,12.0,0.1296541782438967,4.752304581998229e-19,0.003642852858529434,29152239.0,1.0780708210341132e-20,0.4269027196373934
266,1298.0,52610,56.0,59.0,0.05801931180073505,0.0003728656365214845,0.0016301504410110865,32084693.5,0.0002008025629208882,0.4698453149304312
267,1298.0,52610,27.0,32.0,0.10528574805038327,1.0466348154729397e-12,0.002958180703796973,29782293.0,3.369347451976474e-15,0.436129172745109
268,1298.0,52610,19.0,21.0,0.07395955762509776,1.7408726902555318e-06,0.0020780185379243076,30787093.0,1.3270616287986438e-09,0.45084337197665525
269,1298.0,52610,6.0,6.0,0.0415307687554054,0.024553188153839216,0.0011668770087220487,32363445.5,0.0005463618138570448,0.4739273337045076
270,1298.0,52611,34.0,32.0,0.04211611994527148,0.021670107568542044,0.0011833231670813104,34957559.5,0.14204633300410974,0.5119055714883133
271,1299.0,52611,33.0,36.0,0.06411228730387397,5.5423771087472845e-05,0.001800665664021676,31796874.0,1.8173459666046163e-05,0.46526321583887104
272,1299.0,52611,20.0,21.0,0.03654786758343065,0.06607290785506893,0.001026487948227014,32662757.5,0.006370204410376623,0.4779331324398494
273,1299.0,52611,42.0,48.0,0.08132542641724877,9.29055043491743e-08,0.002284116027047636,31024773.0,1.3620432298105817e-08,0.4539655582700041
274,1299.0,52611,6.0,9.0,0.07759527277706002,4.2198679662424195e-07,0.0021793504686207807,31477148.5,3.8031327215311127e-07,0.46058487814077875
275,1299.0,52611,14.0,19.0,0.10155899132080276,7.332787516389405e-12,0.0028523984439562306,29983288.5,2.2887125662187298e-14,0.43872618512545103
276,1299.0,52611,29.0,31.0,0.023485679436456408,0.48203649061885456,0.0006596217095953094,34152346.0,0.9733542779627438,0.49972932334171605
277,1299.0,52611,31.0,31.0,0.023107067195837078,0.5031612149151352,0.0006489879591812862,33544399.0,0.2578919189392821,0.4908336257244096
278,1302.0,52611,36.0,38.0,0.03550080247275306,0.07952732714859484,0.000995958285940216,33111389.5,0.04010191104105594,0.48338132198937095
279,1303.0,52611,46.0,54.0,0.07843668409267435,2.8794627044143006e-07,0.002199680052816383,30780137.5,2.977090000185151e-10,0.4490033519452998
280,1304.0,52611,19.0,19.0,0.04744116529317566,0.006256004724091063,0.0013299431555727158,34325243.0,0.9669663391467163,0.5003333734471773
281,1304.0,52611,36.0,48.0,0.1340396226826529,2.0240788850396025e-20,0.0037576032894787842,28622808.0,1.4020339355816965e-24,0.41721324694397227
282,1305.0,52611,40.0,47.0,0.09927070450063225,2.1170131377851843e-11,0.0027818672524430304,30071822.0,1.7905553518003013e-14,0.4379985509199998
283,1305.0,52611,41.0,48.0,0.08396823617804672,2.8092613026298118e-08,0.002353045519764822,30239361.0,1.7962247804400245e-13,0.44043877017982996
284,1305.0,52611,19.0,22.0,0.07365672621673236,1.8145624266375632e-06,0.0020640856294435257,31205086.5,1.731190777966846e-08,0.4545046411997666
285,1305.0,52611,25.0,26.0,0.0441629596712545,0.013454729812855087,0.0012375805319246288,33686116.0,0.24689062905026227,0.4906410391137264
286,1305.0,52612,6.0,6.0,0.03392374683688848,0.10453941773249256,0.0009506464084495564,32989667.5,0.004890022951543956,0.4804880768136168
287,1305.0,52612,88.0,102.0,0.08065410830913394,1.1381759829538166e-07,0.0022601730510323627,30857334.0,4.070627475704532e-10,0.4494310550191338
288,1306.0,52612,102.0,122.0,0.06666775139892622,2.2249983851238238e-05,0.0018675347870852988,31019494.0,1.9224383227348814e-09,0.45144694745281383
289,1306.0,52613,41.5,39.0,0.06850045707788756,1.1782242121792749e-05,0.0019188731341964831,36028914.5,0.0025915011699783196,0.5243423482087952
290,1307.0,52613,90.0,101.0,0.06375218240868408,5.858135901501835e-05,0.0017851950394412197,32213913.0,9.561350132074741e-05,0.4684624957996554
291,1308.0,52615,42.0,49.0,0.08691498831306166,7.3953597190676975e-09,0.0024328931735059195,30530144.5,3.0000504579231513e-12,0.44362043271459256
292,1310.0,52616,23.5,26.0,0.04960210054237124,0.003553568026533243,0.0013874093269685625,33121434.0,0.015065596879013621,0.4805294474034543
293,1310.0,52616,21.0,19.0,0.047379138728880554,0.006189573245733021,0.0013252313562816685,36442279.5,0.0003717744634634048,0.5287086431782281
294,1310.0,52616,25.0,32.0,0.07053698581803114,5.484270066129768e-06,0.0019729743488703317,31450460.5,5.019199769156288e-08,0.45628677806187884
295,1310.0,52616,34.0,35.0,0.04848219042302171,0.0047147364783530895,0.0013560845699933058,33280068.0,0.0325855374837279,0.4828309271147313
296,1310.0,52616,49.0,53.0,0.07064063176440694,5.281553134380856e-06,0.001975873406594337,33180880.0,0.020988016451587873,0.4813918965815408
297,1310.0,52616,7.0,8.0,0.05073602549713491,0.002651418432362278,0.0014191260897894764,32137730.0,1.2602131344780606e-05,0.4662577603886781
298,1310.0,52616,13.0,13.0,0.03522717380833276,0.08199330956850033,0.0009853314470558321,35000760.0,0.3303008978580293,0.5077949179827458
299,1311.0,52616,36.0,42.0,0.0636012317617029,5.967195319437524e-05,0.0017783137923708756,32162897.0,2.917952526463127e-05,0.4662669570482718
300,1311.0,52616,44.0,52.0,0.07967707716846506,1.581441856916301e-07,0.0022278003324740373,30690397.5,8.818975699380135e-12,0.4449200659047252
301,1311.0,52616,6.0,6.0,0.13631010141320676,3.2744926893198376e-21,0.0038112804841704236,29122329.5,1.1381668877013528e-25,0.4221877139401379
302,1311.0,52618,37.0,45.0,0.11278085108276775,1.17958189423072e-14,0.0031533925488163627,29875223.0,1.123421746108517e-16,0.43308598256031217
303,1314.0,52619,68.0,62.0,0.08506835112282857,1.5396380449188513e-08,0.002375889982563017,37400463.5,3.8461779944938774e-07,0.5409274601256793
304,1315.0,52619,6.0,9.0,0.16842271766830597,2.976203642815218e-32,0.004702164460444682,28322166.5,7.263317416107366e-32,0.40931544121934876
305,1315.0,52619,11.0,13.0,0.100724810111746,8.272224571266226e-12,0.0028121183944154974,30425896.0,3.658230427906411e-14,0.4397187992569007
306,1315.0,52619,21.0,24.0,0.07301091272601223,2.08936569738306e-06,0.0020383789300977865,31528326.5,3.238301387189347e-08,0.45565126072735945
307,1317.0,52619,22.0,24.0,0.052353371985137565,0.0016640808289458578,0.001460561484647547,32277359.0,2.103808583711062e-05,0.46576797837978645
308,1317.0,52619,25.0,28.0,0.058490035306745014,0.00028631254896502686,0.0016317629517533065,32170491.5,8.85806218081584e-06,0.46422586152228573
309,1318.0,52619,21.0,26.0,0.11113479869792064,2.584217945780495e-14,0.0030993060247785894,29753260.0,1.0895230620172694e-18,0.42901903023714927
310,1318.0,52620,19.0,18.0,0.041550781536126125,0.022887941210783993,0.0011587599847804133,36004771.5,0.017134675250065765,0.5191511316859967
311,1318.0,52620,12.0,12.0,0.009849010484886343,0.999616977339167,0.00027466725817530934,34456175.5,0.6802247007216526,0.4968219977287264
312,1318.0,52620,43.0,48.0,0.08194054892379815,5.633951291215671e-08,0.0022851418364125287,31036021.5,6.995247299979746e-11,0.4475069557032441
313,1318.0,52620,22.0,28.0,0.11976587656568216,1.4834425751543846e-16,0.0033400070991637357,28841562.0,1.404751594327145e-25,0.41586514587078655
314,1319.0,52621,11.0,10.0,0.0156629655418965,0.9083167951497603,0.00043664402052924495,34839268.0,0.8030258249407243,0.5019553979629663
315,1319.0,52622,18.0,16.0,0.04707440529763984,0.00641630962509025,0.001312315523032505,35962124.5,0.02409622217852651,0.5181233852643061
316,1319.0,52622,34.0,37.0,0.07504448523808749,9.193954749176629e-07,0.0020920507072420404,32608195.5,0.00017408465805909674,0.46980173932216696
317,1320.0,52622,6.0,6.0,0.03892927603732976,0.03929485036329572,0.0010848487899069383,32929967.5,0.00033043066698594,0.4740782386788335
318,1320.0,52622,16.0,17.0,0.05959516298633019,0.00020015150712128662,0.0016607485941436907,33044753.0,0.002524184479553013,0.475730754967101
319,1321.0,52622,22.0,21.0,0.021192941899680073,0.60468242661575,0.0005903692265279424,35329964.0,0.3046686625368319,0.5082448972404878
320,1321.0,52622,33.0,31.0,0.04725882517885471,0.006081396701535537,0.0013164833933641317,36232124.0,0.008291642916242445,0.521223065474525
321,1321.0,52622,14.0,27.0,0.158010507344585,1.455411717604677e-28,0.004401679646265563,28213581.5,3.317949742500433e-32,0.4058710286331916
322,1321.0,52622,23.0,25.0,0.0672002720846443,1.6280205876942464e-05,0.001871989874783625,32005703.0,8.459152303765234e-07,0.4604232042904027
323,1323.0,52622,20.0,22.0,0.05663898252006433,0.00047900313901978877,0.0015766214993213996,32639558.5,0.00010405978119982845,0.46883182134462154
324,1323.0,52622,13.0,7.0,0.10477794638140392,8.132039229689431e-13,0.0029166336605913772,38897843.0,1.8668768312832342e-14,0.5587252836176426
